"id","name_en","name_pt_BR","name_ja","aliases","source_games","role","element","range","area","power","accuracy","sp","recovery","effects","mastery","tags","teachable","availability"
"rinkazan","Rinkazan","Rinkazan","りんかざん","りんかざん","dawn_dusk | lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cone"",""radius"":0,""length"":4}","53","95","16","48","[{""type"":""damage""}]","potent","fire | projectile","true","ready"
"brave_metal","Brave Metal","Brave Metal","ブレイブメタル","ブレイブメタル","digimon_story_ds | lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cone"",""radius"":0,""length"":4}","38","95","20","48","[{""type"":""damage""},{""type"":""status"",""status"":""def_down"",""chance"":25,""duration"":3}]","precise","fire | projectile","false","requires_digixros"
"shine_breaker","Shine Breaker","Shine Breaker","シャインブレイカー","シャインブレイカー","lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cone"",""radius"":0,""length"":4}","53","90","29","70","[{""type"":""damage""},{""type"":""status"",""status"":""def_down"",""chance"":25,""duration"":3}]","precise","fire | projectile","false","requires_digixros"
"corona_blaze_s","Corona Blaze S","Corona Blaze S","コロナブレイブS","コロナブレイブS","lost_evolution","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cone"",""radius"":0,""length"":4}","68","90","25","70","[{""type"":""damage""}]","potent","fire | projectile","true","ready"
"hyp_prominence","HYP Prominence","HYP Prominence","HYPプロミネンス","HYPプロミネンス","lost_evolution","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cone"",""radius"":0,""length"":4}","68","90","25","70","[{""type"":""damage""}]","potent","fire | projectile","true","ready"
"rengokusou","Rengokusou","Rengokusou","れんごくそう","れんごくそう","lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cone"",""radius"":0,""length"":4}","53","90","29","70","[{""type"":""damage""},{""type"":""status"",""status"":""atk_down"",""chance"":25,""duration"":3}]","precise","fire | projectile","true","ready"
"volcano_napalm","Volcano Napalm","Volcano Napalm","ヴォルケナパーム","ヴォルケナパーム","lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""line"",""radius"":0,""length"":4}","24","100","15","34","[{""type"":""damage""},{""type"":""status"",""status"":""def_down"",""chance"":25,""duration"":3}]","efficient","fire | projectile","false","ready"
"meteor_squall","Meteor Squall","Meteor Squall","メテオスコール","メテオスコール","dawn_dusk | lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""line"",""radius"":0,""length"":4}","39","100","11","34","[{""type"":""damage""}]","swift","fire | projectile","false","ready"
"meteor_wing","Meteor Wing","Meteor Wing","メテオウイング","メテオウイング","dawn_dusk | digimon_story_ds | lost_evolution","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""line"",""radius"":0,""length"":4}","39","100","11","34","[{""type"":""damage""}]","swift","fire | projectile","true","ready"
"flare_buster","Flare Buster","Flare Buster","フレアバスター","フレアバスター","dawn_dusk | lost_evolution","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""line"",""radius"":0,""length"":4}","39","100","11","34","[{""type"":""damage""}]","swift","fire | projectile","true","ready"
"twin_missile","Twin Missile","Twin Missile","ツインミサイル","ツインミサイル","dawn_dusk | lost_evolution","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""line"",""radius"":0,""length"":4}","24","100","15","34","[{""type"":""damage""},{""type"":""status"",""status"":""speed_down"",""chance"":25,""duration"":3}]","efficient","fire | projectile","true","ready"
"desperado_brt","Desperado BRT","Desperado BRT","デスペラードBRT","デスペラードBRT","lost_evolution","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""line"",""radius"":0,""length"":4}","53","95","16","48","[{""type"":""damage""}]","potent","fire | projectile","true","ready"
"captain_cannon","Captain Cannon","Captain Cannon","キャプテンキャノン","キャプテンキャノン","digimon_story_ds | lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cross"",""radius"":1}","37","100","12","34","[{""type"":""damage""}]","swift","fire | projectile","true","ready"
"free_throw_bomb","Free Throw Bomb","Free Throw Bomb","フリースローボム","フリースローボム","lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cross"",""radius"":1}","37","100","12","34","[{""type"":""damage""}]","swift","fire | projectile","true","ready"
"thermal_mane","Thermal Mane","Thermal Mane","サーマルメイン","サーマルメイン","dawn_dusk | lost_evolution","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cross"",""radius"":1}","37","100","12","34","[{""type"":""damage""}]","swift","fire | projectile","true","ready"
"genocide_attack","Genocide Attack","Genocide Attack","ジェのサイドATK","ジェのサイドATK","lost_evolution","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cross"",""radius"":1}","37","100","12","34","[{""type"":""damage""}]","swift","fire | projectile","false","ready"
"energy_bomb","Energy Bomb","Energy Bomb","エネルギーボム","エネルギーボム","dawn_dusk | lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cross"",""radius"":1}","37","100","12","34","[{""type"":""damage""}]","swift","fire | projectile","false","ready"
"atomic_brt","Atomic BRT","Atomic BRT","アトミックBRT","アトミックBRT","dawn_dusk | lost_evolution","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cross"",""radius"":1}","37","100","12","34","[{""type"":""damage""}]","swift","fire | projectile","true","ready"
"nichirin_no_mai","Nichirin no Mai","Nichirin no Mai","にちりんのまい","にちりんのまい","lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cross"",""radius"":1}","22","100","16","34","[{""type"":""damage""},{""type"":""status"",""status"":""def_down"",""chance"":25,""duration"":3}]","efficient","fire | projectile","true","ready"
"nuclear_laser","Nuclear Laser","Nuclear Laser","ヌークリアレーザー","ヌークリアレーザー","lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cross"",""radius"":1}","22","100","16","34","[{""type"":""damage""},{""type"":""status"",""status"":""def_down"",""chance"":25,""duration"":3}]","efficient","fire | projectile","true","ready"
"gaia_force","Gaia Force","Gaia Force","ガイアフォース","ガイアフォース","digimon_story_ds | lost_evolution | super_xros_wars","area_damage","earth","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cross"",""radius"":1}","50","95","17","48","[{""type"":""damage""}]","precise","earth | projectile","false","requires_digixros"
"glorious_burst","Glorious Burst","Glorious Burst","グロリアスバースト","グロリアスバースト","dawn_dusk | lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cross"",""radius"":1}","50","95","17","48","[{""type"":""damage""}]","precise","fire | projectile","false","requires_digixros"
"s_slash_rain","S Slash Rain","S Slash Rain","Sスラッシュレイン","Sスラッシュレイン","dawn_dusk | lost_evolution","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cross"",""radius"":1}","35","95","21","48","[{""type"":""damage""},{""type"":""status"",""status"":""speed_down"",""chance"":25,""duration"":3}]","precise","fire | projectile","true","ready"
"omega_r_flare","Omega R Flare","Omega R Flare","オメガRフレア","オメガRフレア","lost_evolution","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cross"",""radius"":1}","35","95","21","48","[{""type"":""damage""},{""type"":""status"",""status"":""def_down"",""chance"":25,""duration"":3}]","precise","fire | projectile","true","ready"
"atomic_ray","Atomic・Ray","Atomic・Ray","アトミック・レイ","アトミック・レイ","digimon_story_ds | lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cross"",""radius"":1}","50","95","17","48","[{""type"":""damage""}]","precise","fire | projectile","false","requires_digixros"
"digi_of_soul","DIGI of Soul","DIGI of Soul","DIGIオブソウル","DIGIオブソウル","dawn_dusk | lost_evolution","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cross"",""radius"":1}","35","95","21","48","[{""type"":""damage""},{""type"":""status"",""status"":""def_down"",""chance"":25,""duration"":3}]","precise","fire | projectile","false","ready"
"sol_blaster","Sol Blaster","Sol Blaster","ソルブラスター","ソルブラスター","lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cross"",""radius"":1}","35","95","21","48","[{""type"":""damage""},{""type"":""status"",""status"":""def_down"",""chance"":25,""duration"":3}]","precise","fire | projectile","false","requires_digixros"
"surprise_cannon","Surprise Cannon","Surprise Cannon","サプライズキャノン","サプライズキャノン","lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cross"",""radius"":1}","50","95","17","48","[{""type"":""damage""}]","precise","fire | projectile","false","requires_digixros"
"supernova","Supernova","Supernova","スーパーノヴァ","スーパーノヴァ","lost_evolution | super_xros_wars","support","fire","{""shape"":""diamond"",""min"":0,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cross"",""radius"":1}","0","100","10","40","[{""type"":""status"",""status"":""guard"",""chance"":100,""duration"":3}]","swift","fire | projectile","false","requires_digixros"
"snv_force","SNV Force","SNV Force","SNVフォース","SNVフォース","lost_evolution","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cross"",""radius"":1}","35","95","21","48","[{""type"":""damage""},{""type"":""status"",""status"":""def_down"",""chance"":25,""duration"":3}]","precise","fire | projectile","true","ready"
"finsn_burst","FINSN Burst","FINSN Burst","FINSNバースト","FINSNバースト","lost_evolution","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cross"",""radius"":1}","64","90","26","70","[{""type"":""damage""}]","precise","fire | projectile","true","ready"
"unnanshou","Unnanshou","Unnanshou","ウンナンショウ","ウンナンショウ","lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""line"",""radius"":0,""length"":4}","24","100","15","34","[{""type"":""damage""},{""type"":""status"",""status"":""def_down"",""chance"":25,""duration"":3}]","efficient","fire | projectile","false","ready"
"fire_blast","Fire Blast","Fire Blast","ファイヤーブラスト","ファイヤーブラスト","dawn_dusk | lost_evolution","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cross"",""radius"":1}","37","100","12","34","[{""type"":""damage""}]","swift","fire | projectile","true","ready"
"guren_jyuuouha","Guren Jyuuouha","Guren Jyuuouha","ぐれんじゅうおうは","ぐれんじゅうおうは","lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cross"",""radius"":1}","37","100","12","34","[{""type"":""damage""}]","swift","fire | projectile","false","requires_digixros"
"heat_viper","Heat・Viper","Heat・Viper","ヒート・バイパー","ヒート・バイパー","lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cross"",""radius"":1}","37","100","12","34","[{""type"":""damage""}]","swift","fire | projectile","false","requires_digixros"
"geo_magma_napalm","Geo Magma Napalm","Geo Magma Napalm","ジオマグマナパーム","ジオマグマナパーム","lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cross"",""radius"":1}","35","95","21","48","[{""type"":""damage""},{""type"":""status"",""status"":""def_down"",""chance"":25,""duration"":3}]","precise","fire | projectile","true","ready"
"kouen","Kouen","Kouen","こうえん","こうえん","lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":4,""requiresLineOfSight"":false}","{""shape"":""cross"",""radius"":1}","35","95","21","48","[{""type"":""damage""},{""type"":""status"",""status"":""def_down"",""chance"":25,""duration"":3}]","precise","fire | projectile","false","requires_digixros"
"halley_squall","Halley Squall","Halley Squall","ハレースコール","ハレースコール","lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","30","100","16","46","[{""type"":""damage""}]","efficient","fire | projectile","true","ready"
"mega_meteor_fall","Mega Meteor Fall","Mega Meteor Fall","メガメテオフォール","メガメテオフォール","lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","25","95","25","60","[{""type"":""damage""},{""type"":""status"",""status"":""def_down"",""chance"":25,""duration"":3}]","precise","fire | projectile","true","ready"
"argol_s_flame","Argol's Flame","Argol's Flame","アルゴルズフレイム","アルゴルズフレイム","lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","40","95","21","60","[{""type"":""damage""}]","precise","fire | projectile","false","requires_digixros"
"ga_missile","GA Missile","GA Missile","GAミサイル","GAミサイル","dawn_dusk | lost_evolution","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","40","95","21","60","[{""type"":""damage""}]","precise","fire | projectile","true","ready"
"jumbo_crater","Jumbo Crater","Jumbo Crater","ジャンボクレーター","ジャンボクレーター","dawn_dusk | lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","40","95","21","60","[{""type"":""damage""}]","precise","fire | projectile","true","ready"
"crimson_flare","Crimson Flare","Crimson Flare","クリムゾンフレア","クリムゾンフレア","digimon_story_ds | lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","40","95","21","60","[{""type"":""damage""}]","precise","fire | projectile","false","ready"
"pendragon_s_gl","Pendragon's GL","Pendragon's GL","ペンドラゴンズGL","ペンドラゴンズGL","lost_evolution","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","40","95","21","60","[{""type"":""damage""}]","precise","fire | projectile","true","ready"
"omega_burst","Omega Burst","Omega Burst","オメガバースト","オメガバースト","lost_evolution | super_xros_wars","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","40","95","21","60","[{""type"":""damage""}]","precise","fire | projectile","false","requires_digixros"
"g_death_big_bang","G Death Big Bang","G Death Big Bang","Gデスビッグバン","Gデスビッグバン","lost_evolution","control","fire","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","52","100","30","82","[{""type"":""damage""}]","efficient","fire | projectile","true","ready"
"light_bubbles","Light Bubbles","Light Bubbles","ヒカリのアワ","ヒカリのアワ","lost_evolution","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","32","100","4","24","[{""type"":""damage""}]","swift","light | melee","true","ready"
"petit_shine","Petit Shine","Petit Shine","プチシャイン","プチシャイン","lost_evolution","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","32","100","4","24","[{""type"":""damage""}]","swift","light | melee","false","ready"
"petit_holy_flare","Petit Holy Flare","Petit Holy Flare","プチホーリーフレア","プチホーリーフレア","lost_evolution","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","32","100","4","24","[{""type"":""damage""}]","swift","light | melee","false","ready"
"air_shot","Air Shot","Air Shot","エアショット","エアショット","digimon_story_ds | lost_evolution | super_xros_wars","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","32","100","4","24","[{""type"":""damage""}]","swift","light | melee","true","ready"
"karatakewari","Karatakewari","Karatakewari","からたけわり","からたけわり","lost_evolution | super_xros_wars","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","32","100","4","24","[{""type"":""damage""}]","swift","light | melee","true","ready"
"koyousetsu","Koyousetsu","Koyousetsu","こようせつ","こようせつ","digimon_story_ds | lost_evolution | super_xros_wars","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","17","100","8","24","[{""type"":""damage""},{""type"":""status"",""status"":""speed_down"",""chance"":25,""duration"":3}]","reliable_effect","light | melee","true","ready"
"holy_shot","Holy Shot","Holy Shot","ホーリーショット","ホーリーショット","digimon_story_ds | lost_evolution | super_xros_wars","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","17","100","8","24","[{""type"":""damage""},{""type"":""status"",""status"":""atk_down"",""chance"":25,""duration"":3}]","reliable_effect","light | melee","true","ready"
"holy_bolt","Holy Bolt","Holy Bolt","ホーリーボルト","ホーリーボルト","dawn_dusk | lost_evolution | super_xros_wars","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","light | melee","true","ready"
"rainbow_force","Rainbow Force","Rainbow Force","レインボーフォース","レインボーフォース","dawn_dusk | lost_evolution","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","31","100","12","34","[{""type"":""damage""},{""type"":""status"",""status"":""def_down"",""chance"":25,""duration"":3}]","reliable_effect","light | melee","true","ready"
"heaven_s_knuckle","Heaven's Knuckle","Heaven's Knuckle","ヘブンズナックル","ヘブンズナックル","digimon_story_ds | lost_evolution | super_xros_wars","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","31","100","12","34","[{""type"":""damage""},{""type"":""status"",""status"":""def_down"",""chance"":25,""duration"":3}]","reliable_effect","light | melee","false","requires_digixros"
"blast_laser","Blast Laser","Blast Laser","ブラストレーザー","ブラストレーザー","digimon_story_ds | lost_evolution | super_xros_wars","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","light | melee","false","requires_digixros"
"justice_blt","Justice BLT","Justice BLT","ジャスティスBLT","ジャスティスBLT","lost_evolution","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","31","100","12","34","[{""type"":""damage""},{""type"":""status"",""status"":""atk_down"",""chance"":25,""duration"":3}]","reliable_effect","light | melee","true","ready"
"neko_punch","Neko Punch","Neko Punch","ネコパンチ","ネコパンチ","lost_evolution | super_xros_wars","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","light | melee","false","requires_digixros"
"sunshine_beam","Sunshine Beam","Sunshine Beam","サンシャインビーム","サンシャインビーム","dawn_dusk | lost_evolution | super_xros_wars","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","light | melee","false","ready"
"sonic_ear","Sonic Ear","Sonic Ear","ソニックイヤー","ソニックイヤー","lost_evolution | super_xros_wars","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","31","100","12","34","[{""type"":""damage""},{""type"":""status"",""status"":""speed_down"",""chance"":25,""duration"":3}]","reliable_effect","light | melee","false","ready"
"holy_cross","Holy Cross","Holy Cross","ホーリークロス","ホーリークロス","lost_evolution | super_xros_wars","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","31","100","12","34","[{""type"":""damage""},{""type"":""status"",""status"":""def_down"",""chance"":25,""duration"":3}]","reliable_effect","light | melee","true","ready"
"planet_hammer","Planet Hammer","Planet Hammer","プラネットハンマー","プラネットハンマー","lost_evolution | super_xros_wars","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","light | melee","false","ready"
"berserk_sword","Berserk Sword","Berserk Sword","ベルセルクソード","ベルセルクソード","dawn_dusk | lost_evolution | super_xros_wars","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","62","95","13","48","[{""type"":""damage""}]","potent","light | melee","true","ready"
"shippuu_tenshou","Shippuu Tenshou","Shippuu Tenshou","しっぷうてんしょう","しっぷうてんしょう","lost_evolution","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","47","95","17","48","[{""type"":""damage""},{""type"":""status"",""status"":""atk_down"",""chance"":25,""duration"":3}]","precise","light | melee","true","ready"
"cross_blade","Cross Blade","Cross Blade","クロスブレード","クロスブレード","digimon_story_ds | lost_evolution | super_xros_wars","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","47","95","17","48","[{""type"":""damage""},{""type"":""status"",""status"":""atk_down"",""chance"":25,""duration"":3}]","precise","light | melee","false","requires_digixros"
"gyoukou_issen","Gyoukou Issen","Gyoukou Issen","ぎょうこういっせん","ぎょうこういっせん","lost_evolution | super_xros_wars","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","47","95","17","48","[{""type"":""damage""},{""type"":""status"",""status"":""atk_down"",""chance"":25,""duration"":3}]","precise","light | melee","false","requires_digixros"
"gl_triangle","GL Triangle","GL Triangle","GLトライアングル","GLトライアングル","lost_evolution","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","62","95","13","48","[{""type"":""damage""}]","potent","light | melee","true","ready"
"heaven_s_charm","Heaven's Charm","Heaven's Charm","ヘブンズチャーム","ヘブンズチャーム","lost_evolution","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","62","95","13","48","[{""type"":""damage""}]","potent","light | melee","true","ready"
"pretty_attack","Pretty Attack","Pretty Attack","プリティーアタック","プリティーアタック","dawn_dusk | lost_evolution | super_xros_wars","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","47","95","17","48","[{""type"":""damage""},{""type"":""status"",""status"":""atk_down"",""chance"":25,""duration"":3}]","precise","light | melee","true","ready"
"soul_banisher","Soul Banisher","Soul Banisher","ソウルバニッシェ","ソウルバニッシェ","lost_evolution","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","62","95","13","48","[{""type"":""damage""}]","potent","light | melee","true","ready"
"flower_cannon","Flower Cannon","Flower Cannon","フラウカノン","フラウカノン","dawn_dusk | digimon_story_ds | lost_evolution | super_xros_wars","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","47","95","17","48","[{""type"":""damage""},{""type"":""status"",""status"":""atk_down"",""chance"":25,""duration"":3}]","precise","light | melee","false","requires_digixros"
"holy_arrow","Holy Arrow","Holy Arrow","ホーリーアロー","ホーリーアロー","dawn_dusk | lost_evolution | super_xros_wars","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","62","95","13","48","[{""type"":""damage""}]","potent","light | melee","false","requires_digixros"
"seisei_no_houkou","Seisei no Houkou","Seisei no Houkou","せいせいのほうこう","せいせいのほうこう","lost_evolution | super_xros_wars","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","47","95","17","48","[{""type"":""damage""},{""type"":""status"",""status"":""def_down"",""chance"":25,""duration"":3}]","precise","light | melee","false","ready"
"v_wing_blade","V Wing Blade","V Wing Blade","Vウィングブレード","Vウィングブレード","dawn_dusk | lost_evolution | super_xros_wars","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","47","95","17","48","[{""type"":""damage""},{""type"":""status"",""status"":""atk_down"",""chance"":25,""duration"":3}]","precise","light | melee","false","ready"
"top_gun","Top Gun","Top Gun","トップガン","トップガン","dawn_dusk | lost_evolution | super_xros_wars","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","62","95","13","48","[{""type"":""damage""}]","potent","light | melee","false","requires_digixros"
"shine_laser","Shine Laser","Shine Laser","シャインレーザー","シャインレーザー","lost_evolution | super_xros_wars","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","62","95","13","48","[{""type"":""damage""}]","potent","light | melee","true","ready"
"hang_on_death","Hang・On・Death","Hang・On・Death","ハング・オン・デス","ハング・オン・デス","lost_evolution | super_xros_wars","control","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","62","100","13","48","[{""type"":""damage""}]","efficient","light | melee","true","ready"
"spn_claymore","SPN Claymore","SPN Claymore","SPNクレイモア","SPNクレイモア","lost_evolution","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","62","95","13","48","[{""type"":""damage""}]","potent","light | melee","true","ready"
"s_gradalpha","S Gradalpha","S Gradalpha","Sグレイダルファー","Sグレイダルファー","lost_evolution","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","47","95","17","48","[{""type"":""damage""},{""type"":""status"",""status"":""speed_down"",""chance"":25,""duration"":3}]","precise","light | melee","true","ready"
